,Code_Postal,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,Ville
1616,93360,5.0,15.0,34.0,42.0,24.0,2.0,20.0,10.0,19.0,39.0,92.0,1.0,NEUILLY-PLAISANCE
1617,93370,1.0,19.0,19.0,15.0,32.0,35.0,19.0,12.0,19.0,30.0,40.0,,MONTFERMEIL
1618,93380,8.0,49.0,67.0,58.0,18.0,48.0,43.0,34.0,39.0,24.0,60.0,1.0,PIERREFITTE-SUR-SEINE
1619,93390,1.0,25.0,64.0,97.0,29.0,35.0,24.0,23.0,27.0,96.0,39.0,,CLICHY-SOUS-BOIS
1620,93400,15.0,151.0,123.0,140.0,94.0,95.0,131.0,187.0,110.0,93.0,127.0,8.0,SAINT-OUEN
1621,93406,,1.0,3.0,3.0,,,17.0,,4.0,4.0,8.0,,
1622,93410,,127.0,19.0,44.0,21.0,1.0,11.0,2.0,7.0,20.0,6.0,,VAUJOURS
1623,93420,13.0,83.0,29.0,33.0,33.0,39.0,142.0,108.0,30.0,148.0,73.0,1.0,VILLEPINTE
1624,93430,,32.0,12.0,87.0,9.0,12.0,44.0,3.0,16.0,18.0,37.0,,VILLETANEUSE
1625,93440,,78.0,17.0,19.0,13.0,4.0,11.0,10.0,23.0,7.0,16.0,8.0,DUGNY
1626,93450,,,,,4.0,,,,1.0,3.0,,,L'ILE-SAINT-DENIS
1627,93460,,1.0,,,,,14.0,2.0,,,8.0,,GOURNAY-SUR-MARNE
1628,93470,,,1.0,,,,2.0,5.0,13.0,,6.0,,COUBRON
1629,93500,29.0,388.0,341.0,372.0,510.0,427.0,342.0,254.0,219.0,199.0,264.0,25.0,PANTIN
1630,93600,15.0,261.0,218.0,150.0,173.0,154.0,283.0,150.0,158.0,119.0,193.0,11.0,AULNAY-SOUS-BOIS
1631,93700,34.0,144.0,130.0,103.0,118.0,124.0,97.0,105.0,118.0,59.0,136.0,12.0,DRANCY
1632,93800,11.0,103.0,89.0,111.0,88.0,48.0,57.0,117.0,108.0,71.0,92.0,13.0,EPINAY-SUR-SEINE
1633,94000,45.0,576.0,447.0,694.0,671.0,616.0,550.0,649.0,512.0,411.0,555.0,86.0,CRETEIL
1634,94100,,49.0,71.0,87.0,71.0,82.0,142.0,115.0,98.0,63.0,81.0,4.0,
1635,94110,13.0,125.0,89.0,89.0,43.0,29.0,73.0,35.0,60.0,72.0,48.0,,ARCUEIL
1636,94120,17.0,111.0,47.0,119.0,86.0,59.0,78.0,88.0,88.0,65.0,75.0,,FONTENAY-SOUS-BOIS
1637,94130,,15.0,28.0,35.0,10.0,69.0,27.0,40.0,51.0,18.0,92.0,1.0,NOGENT-SUR-MARNE
1638,94140,25.0,67.0,92.0,141.0,110.0,41.0,111.0,158.0,115.0,113.0,118.0,17.0,ALFORTVILLE
1639,94150,,8.0,24.0,3.0,5.0,1.0,14.0,19.0,7.0,9.0,5.0,,RUNGIS
1640,94160,,6.0,7.0,1.0,,,,,,,,,SAINT-MANDE
1641,94170,,28.0,38.0,31.0,21.0,31.0,4.0,2.0,26.0,14.0,41.0,,LE PERREUX-SUR-MARNE
1642,94190,13.0,86.0,105.0,124.0,90.0,55.0,75.0,127.0,153.0,145.0,133.0,5.0,VILLENEUVE-SAINT-GEORGES
1643,94200,13.0,341.0,368.0,222.0,302.0,264.0,193.0,294.0,187.0,246.0,149.0,39.0,IVRY-SUR-SEINE
1644,94210,,,9.0,6.0,,2.0,4.0,,1.0,1.0,1.0,,
1645,94220,,33.0,38.0,27.0,73.0,32.0,47.0,39.0,21.0,12.0,56.0,13.0,CHARENTON-LE-PONT
1646,94230,8.0,67.0,61.0,111.0,50.0,51.0,41.0,21.0,25.0,81.0,52.0,,CACHAN
1647,94240,,2.0,3.0,1.0,1.0,35.0,19.0,3.0,,7.0,,,L'HAY-LES-ROSES
1648,94250,,72.0,14.0,69.0,32.0,26.0,51.0,34.0,144.0,11.0,26.0,1.0,GENTILLY
1649,94260,,33.0,64.0,54.0,81.0,54.0,97.0,53.0,23.0,22.0,43.0,,FRESNES
